,id,label
768,21568,0
769,21569,0
770,21570,0
771,21571,1
772,21572,0
773,21573,1
774,21574,0
775,21575,0
776,21576,0
777,21577,1
778,21578,1
779,21579,1
780,21580,1
781,21581,1
782,21582,1
783,21583,1
784,21584,1
785,21585,1
786,21586,0
787,21587,0
788,21588,0
789,21589,0
790,21590,0
791,21591,0
792,21592,0
793,21593,1
794,21594,1
795,21595,0
796,21596,0
797,21597,1
798,21598,0
799,21599,0
800,21600,0
801,21601,0
802,21602,1
803,21603,1
804,21604,0
805,21605,0
806,21606,0
807,21607,1
808,21608,0
809,21609,1
810,21610,1
811,21611,1
812,21612,1
813,21613,0
814,21614,1
815,21615,0
816,21616,0
817,21617,0
818,21618,1
819,21619,0
820,21620,0
821,21621,1
822,21622,0
823,21623,1
824,21624,1
825,21625,0
826,21626,1
827,21627,1
828,21628,1
829,21629,1
830,21630,0
831,21631,1
832,21632,0
833,21633,1
834,21634,0
835,21635,1
836,21636,0
837,21637,1
838,21638,1
839,21639,1
840,21640,1
841,21641,1
842,21642,0
843,21643,0
844,21644,0
845,21645,1
846,21646,0
847,21647,0
848,21648,0
849,21649,1
850,21650,1
851,21651,1
852,21652,1
853,21653,0
854,21654,1
855,21655,0
856,21656,1
857,21657,1
858,21658,1
859,21659,0
860,21660,0
861,21661,1
862,21662,0
863,21663,1
864,21664,0
865,21665,1
866,21666,0
867,21667,1
868,21668,1
869,21669,0
870,21670,1
871,21671,0
872,21672,0
873,21673,1
874,21674,0
875,21675,0
876,21676,0
877,21677,1
878,21678,1
879,21679,0
880,21680,0
881,21681,1
882,21682,1
883,21683,1
884,21684,1
885,21685,1
886,21686,1
887,21687,1
888,21688,1
889,21689,1
890,21690,1
891,21691,0
892,21692,1
893,21693,0
894,21694,0
895,21695,1
896,21696,0
897,21697,0
898,21698,0
899,21699,1
900,21700,1
901,21701,0
902,21702,0
903,21703,0
904,21704,0
905,21705,1
906,21706,0
907,21707,1
908,21708,1
909,21709,1
910,21710,0
911,21711,0
912,21712,1
913,21713,1
914,21714,1
915,21715,0
916,21716,0
917,21717,0
918,21718,1
919,21719,0
920,21720,0
921,21721,1
922,21722,1
923,21723,1
924,21724,0
925,21725,1
926,21726,1
927,21727,0
928,21728,0
929,21729,1
930,21730,1
931,21731,0
932,21732,1
933,21733,1
934,21734,0
935,21735,1
936,21736,0
937,21737,0
938,21738,1
939,21739,0
940,21740,1
941,21741,1
942,21742,1
943,21743,1
944,21744,1
945,21745,0
946,21746,1
947,21747,1
948,21748,1
949,21749,1
950,21750,1
951,21751,0
952,21752,0
953,21753,1
954,21754,0
955,21755,0
956,21756,1
957,21757,1
958,21758,0
959,21759,0
960,21760,1
961,21761,0
962,21762,1
963,21763,1
964,21764,0
965,21765,1
966,21766,1
967,21767,0
968,21768,0
969,21769,1
970,21770,0
971,21771,0
972,21772,0
973,21773,0
974,21774,1
975,21775,0
976,21776,0
977,21777,0
978,21778,1
979,21779,0
980,21780,0
981,21781,0
982,21782,1
983,21783,1
984,21784,1
985,21785,1
986,21786,0
987,21787,0
988,21788,0
989,21789,1
990,21790,1
991,21791,0
992,21792,0
993,21793,0
994,21794,1
995,21795,0
996,21796,1
997,21797,0
998,21798,1
999,21799,0
1000,21800,0
1001,21801,1
1002,21802,1
1003,21803,1
1004,21804,0
1005,21805,0
1006,21806,0
1007,21807,1
1008,21808,1
1009,21809,1
1010,21810,1
1011,21811,1
1012,21812,0
1013,21813,0
1014,21814,1
1015,21815,0
1016,21816,1
1017,21817,0
1018,21818,1
1019,21819,0
1020,21820,0
1021,21821,1
1022,21822,0
1023,21823,0
1024,21824,1
1025,21825,0
1026,21826,1
1027,21827,1
1028,21828,1
1029,21829,1
1030,21830,1
1031,21831,1
1032,21832,1
1033,21833,1
1034,21834,1
1035,21835,1
1036,21836,0
1037,21837,1
1038,21838,0
1039,21839,1
1040,21840,1
1041,21841,1
1042,21842,0
1043,21843,0
1044,21844,1
1045,21845,0
1046,21846,0
1047,21847,1
1048,21848,1
1049,21849,1
1050,21850,1
1051,21851,0
1052,21852,0
1053,21853,1
1054,21854,1
1055,21855,1
1056,21856,0
1057,21857,1
1058,21858,0
1059,21859,0
1060,21860,0
1061,21861,1
1062,21862,1
1063,21863,1
1064,21864,0
1065,21865,1
1066,21866,1
1067,21867,0
1068,21868,0
1069,21869,1
1070,21870,1
1071,21871,0
1072,21872,0
1073,21873,1
1074,21874,1
1075,21875,1
1076,21876,0
1077,21877,0
1078,21878,1
1079,21879,1
1080,21880,0
1081,21881,1
1082,21882,1
1083,21883,0
1084,21884,1
1085,21885,0
1086,21886,0
1087,21887,0
1088,21888,1
1089,21889,0
1090,21890,1
1091,21891,0
1092,21892,0
1093,21893,0
1094,21894,0
1095,21895,0
1096,21896,1
1097,21897,0
1098,21898,0
1099,21899,1
1100,21900,0
1101,21901,1
1102,21902,1
1103,21903,1
1104,21904,1
1105,21905,1
1106,21906,1
1107,21907,1
1108,21908,1
1109,21909,0
1110,21910,1
1111,21911,0
1112,21912,0
1113,21913,0
1114,21914,1
1115,21915,1
1116,21916,1
1117,21917,0
1118,21918,0
1119,21919,0
1120,21920,0
1121,21921,0
1122,21922,0
1123,21923,0
1124,21924,0
1125,21925,1
1126,21926,0
1127,21927,1
1128,21928,1
1129,21929,1
1130,21930,1
1131,21931,1
1132,21932,1
1133,21933,1
1134,21934,1
1135,21935,0
1136,21936,1
1137,21937,1
1138,21938,1
1139,21939,1
1140,21940,1
1141,21941,0
1142,21942,0
1143,21943,1
1144,21944,1
1145,21945,1
1146,21946,1
1147,21947,1
1148,21948,0
1149,21949,0
1150,21950,1
1151,21951,1
1152,21952,1
1153,21953,0
1154,21954,1
1155,21955,1
1156,21956,0
1157,21957,1
1158,21958,0
1159,21959,0
1160,21960,1
1161,21961,0
1162,21962,0
1163,21963,0
1164,21964,0
1165,21965,1
1166,21966,1
1167,21967,0
1168,21968,1
1169,21969,1
1170,21970,0
1171,21971,1
1172,21972,0
1173,21973,0
1174,21974,1
1175,21975,1
1176,21976,1
1177,21977,0
1178,21978,1
1179,21979,0
1180,21980,0
1181,21981,1
1182,21982,0
1183,21983,0
1184,21984,1
1185,21985,1
1186,21986,0
1187,21987,1
1188,21988,0
1189,21989,0
1190,21990,1
1191,21991,0
1192,21992,1
1193,21993,1
1194,21994,1
1195,21995,1
1196,21996,0
1197,21997,0
1198,21998,0
1199,21999,0
1200,22000,0
1201,22001,1
1202,22002,1
1203,22003,1
1204,22004,1
1205,22005,1
1206,22006,1
1207,22007,0
1208,22008,0
1209,22009,0
1210,22010,0
1211,22011,1
1212,22012,0
1213,22013,0
1214,22014,0
1215,22015,0
1216,22016,0
1217,22017,0
1218,22018,0
1219,22019,1
1220,22020,1
1221,22021,1
1222,22022,0
1223,22023,1
1224,22024,0
1225,22025,0
1226,22026,1
1227,22027,1
1228,22028,0
1229,22029,1
1230,22030,1
1231,22031,1
1232,22032,0
1233,22033,1
1234,22034,1
1235,22035,0
1236,22036,0
1237,22037,0
1238,22038,1
1239,22039,0
1240,22040,0
1241,22041,1
1242,22042,1
1243,22043,0
1244,22044,0
1245,22045,1
1246,22046,1
1247,22047,0
1248,22048,0
1249,22049,1
1250,22050,0
1251,22051,0
1252,22052,0
1253,22053,0
1254,22054,1
1255,22055,1
1256,22056,1
1257,22057,1
1258,22058,1
1259,22059,1
1260,22060,0
1261,22061,1
1262,22062,1
1263,22063,0
1264,22064,0
1265,22065,1
1266,22066,1
1267,22067,0
1268,22068,1
1269,22069,1
1270,22070,1
1271,22071,1
1272,22072,0
1273,22073,0
1274,22074,1
1275,22075,0
1276,22076,0
1277,22077,0
1278,22078,0
1279,22079,0
1280,22080,0
1281,22081,1
1282,22082,0
1283,22083,0
1284,22084,0
1285,22085,1
1286,22086,1
1287,22087,1
1288,22088,0
1289,22089,1
1290,22090,1
1291,22091,0
1292,22092,1
1293,22093,1
1294,22094,0
1295,22095,0
1296,22096,1
1297,22097,0
1298,22098,0
1299,22099,0
1300,22100,0
1301,22101,0
1302,22102,1
1303,22103,0
1304,22104,1
1305,22105,0
1306,22106,0
1307,22107,0
1308,22108,1
1309,22109,0
1310,22110,1
1311,22111,1
1312,22112,1
1313,22113,1
1314,22114,0
1315,22115,1
1316,22116,0
1317,22117,0
1318,22118,0
1319,22119,0
1320,22120,1
1321,22121,1
1322,22122,1
1323,22123,0
1324,22124,1
1325,22125,0
1326,22126,1
1327,22127,1
1328,22128,0
1329,22129,0
1330,22130,1
1331,22131,1
1332,22132,0
1333,22133,1
1334,22134,0
1335,22135,0
1336,22136,0
1337,22137,0
1338,22138,0
1339,22139,0
1340,22140,0
1341,22141,1
1342,22142,1
1343,22143,0
1344,22144,1
1345,22145,0
1346,22146,1
1347,22147,1
1348,22148,0
1349,22149,1
1350,22150,0
1351,22151,0
1352,22152,1
1353,22153,0
1354,22154,0
1355,22155,1
1356,22156,0
1357,22157,1
1358,22158,1
1359,22159,1
1360,22160,1
1361,22161,1
1362,22162,0
1363,22163,0
1364,22164,0
1365,22165,1
1366,22166,1
1367,22167,0
1368,22168,1
1369,22169,1
1370,22170,0
1371,22171,0
1372,22172,1
1373,22173,0
1374,22174,1
1375,22175,0
1376,22176,0
1377,22177,0
1378,22178,1
1379,22179,0
1380,22180,0
1381,22181,1
1382,22182,0
1383,22183,0
1384,22184,1
1385,22185,1
1386,22186,1
1387,22187,0
1388,22188,0
1389,22189,0
1390,22190,0
1391,22191,0
1392,22192,1
1393,22193,1
1394,22194,0
1395,22195,1
1396,22196,0
1397,22197,1
1398,22198,1
1399,22199,0
1400,22200,0
1401,22201,0
1402,22202,0
1403,22203,1
1404,22204,1
1405,22205,0
1406,22206,0
1407,22207,0
1408,22208,1
1409,22209,1
1410,22210,0
1411,22211,1
1412,22212,1
1413,22213,1
1414,22214,1
1415,22215,0
1416,22216,0
1417,22217,1
1418,22218,0
1419,22219,1
1420,22220,0
1421,22221,0
1422,22222,1
1423,22223,1
1424,22224,1
1425,22225,1
1426,22226,0
1427,22227,0
1428,22228,1
1429,22229,1
1430,22230,1
1431,22231,1
1432,22232,0
1433,22233,0
1434,22234,0
1435,22235,0
1436,22236,1
1437,22237,1
1438,22238,1
1439,22239,1
1440,22240,0
1441,22241,0
1442,22242,1
1443,22243,0
1444,22244,1
1445,22245,1
1446,22246,0
1447,22247,0
1448,22248,1
1449,22249,0
1450,22250,1
1451,22251,0
1452,22252,1
1453,22253,0
1454,22254,0
1455,22255,0
1456,22256,1
1457,22257,0
1458,22258,1
1459,22259,1
1460,22260,1
1461,22261,0
1462,22262,0
1463,22263,0
1464,22264,1
1465,22265,1
1466,22266,0
1467,22267,0
1468,22268,1
1469,22269,1
1470,22270,0
1471,22271,0
1472,22272,1
1473,22273,1
1474,22274,0
1475,22275,1
1476,22276,1
1477,22277,0
1478,22278,1
1479,22279,1
1480,22280,0
1481,22281,0
1482,22282,1
1483,22283,1
1484,22284,0
1485,22285,1
1486,22286,1
1487,22287,0
1488,22288,0
1489,22289,1
1490,22290,0
1491,22291,0
1492,22292,0
1493,22293,0
1494,22294,0
1495,22295,1
1496,22296,0
1497,22297,0
1498,22298,0
1499,22299,1
1500,22300,1
1501,22301,1
1502,22302,0
1503,22303,0
1504,22304,1
1505,22305,1
1506,22306,1
1507,22307,1
1508,22308,0
1509,22309,0
1510,22310,0
1511,22311,0
1512,22312,0
1513,22313,1
1514,22314,1
1515,22315,1
1516,22316,1
1517,22317,0
1518,22318,0
1519,22319,1
1520,22320,0
1521,22321,1
1522,22322,1
1523,22323,1
1524,22324,0
1525,22325,1
1526,22326,1
1527,22327,0
1528,22328,1
1529,22329,1
1530,22330,1
1531,22331,1
1532,22332,0
1533,22333,1
1534,22334,1
1535,22335,0
1536,22336,0
1537,22337,0
1538,22338,1
1539,22339,0
1540,22340,0
1541,22341,0
1542,22342,1
1543,22343,0
1544,22344,0
1545,22345,0
1546,22346,0
1547,22347,1
1548,22348,0
1549,22349,0
1550,22350,1
1551,22351,0
1552,22352,1
1553,22353,1
1554,22354,1
1555,22355,0
1556,22356,1
1557,22357,1
1558,22358,1
1559,22359,1
1560,22360,1
1561,22361,0
1562,22362,0
1563,22363,0
1564,22364,1
1565,22365,1
1566,22366,1
1567,22367,0
1568,22368,0
1569,22369,0
1570,22370,1
1571,22371,1
1572,22372,1
1573,22373,1
1574,22374,0
1575,22375,0
1576,22376,0
1577,22377,1
1578,22378,1
1579,22379,1
1580,22380,0
1581,22381,1
1582,22382,1
1583,22383,1
1584,22384,0
1585,22385,1
1586,22386,1
1587,22387,1
1588,22388,0
1589,22389,1
1590,22390,0
1591,22391,1
1592,22392,0
1593,22393,1
1594,22394,0
1595,22395,1
1596,22396,0
1597,22397,1
1598,22398,0
1599,22399,1
1600,22400,0
1601,22401,1
1602,22402,0
1603,22403,1
1604,22404,1
1605,22405,1
1606,22406,1
1607,22407,1
1608,22408,0
1609,22409,0
1610,22410,0
1611,22411,1
1612,22412,1
1613,22413,0
1614,22414,1
1615,22415,1
1616,22416,0
1617,22417,1
1618,22418,1
1619,22419,1
1620,22420,0
1621,22421,0
1622,22422,0
1623,22423,0
1624,22424,0
1625,22425,1
1626,22426,0
1627,22427,1
1628,22428,1
1629,22429,0
1630,22430,0
1631,22431,1
1632,22432,1
1633,22433,1
1634,22434,1
1635,22435,1
1636,22436,0
1637,22437,0
1638,22438,1
1639,22439,0
1640,22440,1
1641,22441,1
1642,22442,1
1643,22443,0
1644,22444,1
1645,22445,0
1646,22446,0
1647,22447,1
1648,22448,1
1649,22449,1
1650,22450,1
1651,22451,1
1652,22452,0
1653,22453,0
1654,22454,1
1655,22455,1
1656,22456,1
1657,22457,0
1658,22458,0
1659,22459,0
1660,22460,0
1661,22461,1
1662,22462,0
1663,22463,0
1664,22464,0
1665,22465,1
1666,22466,1
1667,22467,1
1668,22468,0
1669,22469,0
1670,22470,0
1671,22471,1
1672,22472,0
1673,22473,1
1674,22474,0
1675,22475,1
1676,22476,1
1677,22477,1
1678,22478,1
1679,22479,0
1680,22480,1
1681,22481,1
1682,22482,1
1683,22483,0
1684,22484,0
1685,22485,0
1686,22486,1
1687,22487,0
1688,22488,0
1689,22489,0
1690,22490,0
1691,22491,1
1692,22492,0
1693,22493,0
1694,22494,1
1695,22495,0
1696,22496,0
1697,22497,0
1698,22498,1
1699,22499,0
1700,22500,0
1701,22501,0
1702,22502,0
1703,22503,0
1704,22504,0
1705,22505,0
1706,22506,1
1707,22507,1
1708,22508,1
1709,22509,1
1710,22510,1
1711,22511,0
1712,22512,0
1713,22513,0
1714,22514,1
1715,22515,0
1716,22516,1
1717,22517,1
1718,22518,0
1719,22519,1
1720,22520,0
1721,22521,1
1722,22522,1
1723,22523,0
1724,22524,1
1725,22525,0
1726,22526,0
1727,22527,1
1728,22528,0
1729,22529,1
1730,22530,1
1731,22531,1
1732,22532,1
1733,22533,1
1734,22534,1
1735,22535,0
1736,22536,0
1737,22537,0
1738,22538,1
1739,22539,0
1740,22540,0
1741,22541,1
1742,22542,0
1743,22543,1
1744,22544,1
1745,22545,0
1746,22546,0
1747,22547,1
1748,22548,0
1749,22549,1
1750,22550,0
1751,22551,0
1752,22552,0
1753,22553,0
1754,22554,1
1755,22555,0
1756,22556,0
1757,22557,1
1758,22558,0
1759,22559,1
1760,22560,0
1761,22561,0
1762,22562,1
1763,22563,1
1764,22564,1
1765,22565,0
1766,22566,0
1767,22567,0
1768,22568,1
1769,22569,0
1770,22570,0
1771,22571,1
1772,22572,1
1773,22573,1
1774,22574,1
1775,22575,1
1776,22576,1
1777,22577,0
1778,22578,1
1779,22579,1
1780,22580,0
1781,22581,0
1782,22582,1
1783,22583,0
1784,22584,0
1785,22585,1
1786,22586,0
1787,22587,1
1788,22588,0
1789,22589,0
1790,22590,0
1791,22591,1
1792,22592,0
1793,22593,0
1794,22594,0
1795,22595,0
1796,22596,0
1797,22597,1
1798,22598,0
1799,22599,0
1800,22600,1
1801,22601,1
1802,22602,0
1803,22603,0
1804,22604,0
1805,22605,0
1806,22606,1
1807,22607,0
1808,22608,0
1809,22609,0
1810,22610,1
1811,22611,1
1812,22612,0
1813,22613,1
1814,22614,1
1815,22615,1
1816,22616,0
1817,22617,1
1818,22618,1
1819,22619,1
1820,22620,0
1821,22621,1
1822,22622,1
1823,22623,0
1824,22624,0
1825,22625,1
1826,22626,1
1827,22627,0
1828,22628,1
1829,22629,1
1830,22630,1
1831,22631,0
1832,22632,1
1833,22633,0
1834,22634,0
1835,22635,0
1836,22636,1
1837,22637,1
1838,22638,0
1839,22639,0
1840,22640,1
1841,22641,0
1842,22642,1
1843,22643,0
1844,22644,0
1845,22645,1
1846,22646,0
1847,22647,1
1848,22648,1
1849,22649,1
1850,22650,1
1851,22651,1
1852,22652,0
1853,22653,1
1854,22654,1
1855,22655,1
1856,22656,0
1857,22657,1
1858,22658,0
1859,22659,0
1860,22660,0
1861,22661,1
1862,22662,1
1863,22663,1
1864,22664,0
1865,22665,1
1866,22666,1
1867,22667,0
1868,22668,0
1869,22669,1
1870,22670,0
1871,22671,1
1872,22672,1
